hash,wikipedia_article
Srp107M5,https://en.wikipedia.org/wiki/Ola_Toivonen
StHeGfTT,https://en.wikipedia.org/wiki/Juan_Jesus
Stsozgbg,https://en.wikipedia.org/wiki/Ross_Barkley
SvOVlUJH,https://en.wikipedia.org/wiki/Alessandro_Diamanti
SxNK5vu3,https://en.wikipedia.org/wiki/Tim_Howard
SzA56qED,https://en.wikipedia.org/wiki/Daniel_H%C3%B8egh
SzCvIELK,"https://en.wikipedia.org/wiki/Alejandro_Dom%C3%ADnguez_(footballer,_born_1981)"
SzUQvQ7r,https://en.wikipedia.org/wiki/Ben_Mee
SzVRihFf,https://en.wikipedia.org/wiki/Arianit_Ferati
SzZlSkNK,https://en.wikipedia.org/wiki/Serikzhan_Muzhikov
U12AFBbN,https://en.wikipedia.org/wiki/Samuel_Byram
U16TDIda,https://en.wikipedia.org/wiki/Akram_Afif
U1VIzwnH,https://en.wikipedia.org/wiki/Jody_Lukoki
U1iqsYtD,https://en.wikipedia.org/wiki/Sylvain_Marveaux
U1k6Re1M,https://en.wikipedia.org/wiki/Havard_Nordtveit
U1katGPM,https://en.wikipedia.org/wiki/Steven_Reid
U30xq9EJ,https://en.wikipedia.org/wiki/Mesut_%C3%96zil
U3NYWaPL,https://en.wikipedia.org/wiki/Jos%C3%A9_Carlos_Lazo
U3OLd4oq,https://en.wikipedia.org/wiki/Kevin_Vogt
U3QMOseh,https://en.wikipedia.org/wiki/Antol%C3%ADn_Alcaraz
U59RNqOr,https://en.wikipedia.org/wiki/Virgil_van_Dijk
U5aDPZ44,https://en.wikipedia.org/wiki/Shinji_Okazaki
U5hobErH,https://en.wikipedia.org/wiki/Domagoj_Pavicic
U5hu6oJh,https://en.wikipedia.org/wiki/Chancel_Mbemba
U5mPqlh6,https://en.wikipedia.org/wiki/Daley_Blind
U5yv9YBB,https://en.wikipedia.org/wiki/Cristhian_Stuani
U78qhTi3,https://en.wikipedia.org/wiki/Roel_Brouwers
U7l59rXJ,https://en.wikipedia.org/wiki/Danny_da_Costa
U7p4OmBl,https://en.wikipedia.org/wiki/Modibo_Diakit%C3%A9
U7tWNY9C,https://en.wikipedia.org/wiki/Oleksandr_Hladkyi
U9NKCnga,https://en.wikipedia.org/wiki/Riccardo_Meggiorini
U9NSHM06,https://en.wikipedia.org/wiki/Iago_Falque
UBeRBdqA,https://en.wikipedia.org/wiki/Miguel_Guerrero
UDODA71I,"https://en.wikipedia.org/wiki/Ederson_(footballer,_born_1993)"
UDkHd2NL,https://en.wikipedia.org/wiki/Levan_Mchedlidze
UDrn6tE8,https://en.wikipedia.org/wiki/Connor_Randall
UDwQLZ0F,https://en.wikipedia.org/wiki/Jiloan_Hamad
UFMlUD6r,https://en.wikipedia.org/wiki/Jordan_Henderson
UFfev8HP,"https://en.wikipedia.org/wiki/Marquinhos_(footballer,_born_2003)"
UHLriSDA,https://en.wikipedia.org/wiki/Alessio_Cerci
UHovvkk1,https://en.wikipedia.org/wiki/Dorus_de_Vries
UJ9btoDi,https://en.wikipedia.org/wiki/Orjan_Nyland
UJH9L4T5,https://en.wikipedia.org/wiki/Luca_Waldschmidt
UJQuvYnq,https://en.wikipedia.org/wiki/Uwe_H%C3%BCnemeier
UJlSdA4p,https://en.wikipedia.org/wiki/Romain_Hamouma
UL8gmijM,https://en.wikipedia.org/wiki/Leonardo_Morosini
ULHLrHXk,https://en.wikipedia.org/wiki/Leon_Osman
ULLmpdEb,https://en.wikipedia.org/wiki/Isco
ULXuqTHQ,"https://en.wikipedia.org/wiki/Cristian_Ledesma_(footballer,_born_1982)"
ULaOnoBs,https://en.wikipedia.org/wiki/Caiuby
UN04zePc,https://en.wikipedia.org/wiki/Yuval_Spungin
UNJAyK5h,https://en.wikipedia.org/wiki/Bilal_K%C4%B1sa
UNKNumiC,https://en.wikipedia.org/wiki/Kyle_Naughton
UNWDTz6l,https://en.wikipedia.org/wiki/Marco_Andreolli
UNYOVg2q,https://en.wikipedia.org/wiki/Chris_Brunt_(American_soccer)
UNtWs4P4,https://en.wikipedia.org/wiki/Mathieu_Flamini
UNvXGPqn,https://en.wikipedia.org/wiki/Leonardo_Bittencourt
UPgbN2Xd,https://en.wikipedia.org/wiki/Zargo_Tour%C3%A9
UPuHpwPi,https://en.wikipedia.org/wiki/Georg_Niedermeier
UR9SGr46,https://en.wikipedia.org/wiki/Michael_Heinloth
URC6RSJb,https://en.wikipedia.org/wiki/Leroy_Fer
URCFLB3H,https://en.wikipedia.org/wiki/Moritz_Stoppelkamp
URfA3Tur,https://en.wikipedia.org/wiki/Ledian_Memushaj
UTCdZx28,https://en.wikipedia.org/wiki/Juan_Ignacio_Gomez_Taleb
UTRnmBtF,https://en.wikipedia.org/wiki/Ibrahim_Afellay
UTXrgukF,https://en.wikipedia.org/wiki/Dennis_Aogo
UVRm5Kjk,https://en.wikipedia.org/wiki/Nabil_Bentaleb
UVVWJM8m,https://en.wikipedia.org/wiki/Pavlo_Orikhovskyi
UVnq6dH9,https://en.wikipedia.org/wiki/Etrit_Berisha
UXQPdpOB,https://en.wikipedia.org/wiki/Thilo_Kehrer
UZCWoIyB,https://en.wikipedia.org/wiki/Marcos_Rojo
UZRsjD5h,"https://en.wikipedia.org/wiki/Andr%C3%A9_Silva_(footballer,_born_1995)"
UZT4VF22,"https://en.wikipedia.org/wiki/Rafinha_(footballer,_born_1982)"
UZb7fbK5,https://en.wikipedia.org/wiki/Christian_Puggioni
UZeyLfKI,https://en.wikipedia.org/wiki/Giovani_Lo_Celso
UZrQ3bwP,"https://en.wikipedia.org/wiki/Alisson_(footballer,_born_1993)"
Ua5srQK6,https://en.wikipedia.org/wiki/Mattia_De_Sciglio
UaKqoH09,https://en.wikipedia.org/wiki/Nicklas_Bendtner
UaXYXjK6,https://en.wikipedia.org/wiki/Alessandro_Longhi_(footballer)
UajHha08,https://en.wikipedia.org/wiki/Shay_Given
UcTdbiJD,https://en.wikipedia.org/wiki/Germ%C3%A1n_Lux
UcZ3JgmE,https://en.wikipedia.org/wiki/Sergei_Ignashevich
UebEvNot,https://en.wikipedia.org/wiki/Junior_Moraes
UegPSnSI,"https://en.wikipedia.org/wiki/Wanderson_(footballer,_born_1988)"
Uejyxp9B,https://en.wikipedia.org/wiki/Stefan_Kie%C3%9Fling
UepaIyTM,https://en.wikipedia.org/wiki/Wilfried_Moimb%C3%A9
UgMPrQq6,https://en.wikipedia.org/wiki/Marko_Pjaca
UgYYWt1i,https://en.wikipedia.org/wiki/Leonardo_Spinazzola
UgoQDjlg,https://en.wikipedia.org/wiki/Miguel_Veloso
Ugstqk3e,https://en.wikipedia.org/wiki/Stephen_Ireland
UkKychK3,https://en.wikipedia.org/wiki/Daniele_Verde
UkRwQ194,https://en.wikipedia.org/wiki/Gregoire_Defrel
UkZpcQXE,https://en.wikipedia.org/wiki/Nosa_Igiebor
Ukeq3c0b,https://en.wikipedia.org/wiki/Casemiro
Um43bEFi,https://en.wikipedia.org/wiki/Djamel_Mesbah
UmJD3Lxo,"https://en.wikipedia.org/wiki/Dani_Garc%C3%ADa_(footballer,_born_1990)"
UmW7stEd,https://en.wikipedia.org/wiki/Eran_Zahavi
Umnu6xaq,https://en.wikipedia.org/wiki/Marcel_Heller
UoZxWaTS,https://en.wikipedia.org/wiki/Pedro_Le%C3%B3n
UoaHdO8j,https://en.wikipedia.org/wiki/Dean_Marney_(footballer)
UqBaaAqo,https://en.wikipedia.org/wiki/Youssef_En-Nesyri
UqiBdhYS,https://en.wikipedia.org/wiki/Mikel_Saizar
UqqNh4th,https://en.wikipedia.org/wiki/Thomas_Foket
UsKF9Yzn,https://en.wikipedia.org/wiki/Umar_Sadiq
UscmVsoI,https://en.wikipedia.org/wiki/Rom%C3%A3o
Uu3z0z44,https://en.wikipedia.org/wiki/Jerome_Gondorf
UuGeS7PS,https://en.wikipedia.org/wiki/Douglas_Pereira
UuO6FWy4,https://en.wikipedia.org/wiki/Nicolas_Douchez
Uw3sCUI5,https://en.wikipedia.org/wiki/Helder_Postiga
UwUiqD0a,https://en.wikipedia.org/wiki/Eli_Dasa
UwfDD083,https://en.wikipedia.org/wiki/Gerard_Moreno
UwgmtQNp,https://en.wikipedia.org/wiki/Ashley_Williams_(footballer)
UyDYD39g,https://en.wikipedia.org/wiki/Gideon_Jung
UynFNzpk,https://en.wikipedia.org/wiki/Salomon_Kalou
UyqjEwmt,https://en.wikipedia.org/wiki/Tendayi_Darikwa
W0yrjzz2,https://en.wikipedia.org/wiki/Nicol%C3%B2_Barella
W2HIQPkG,https://en.wikipedia.org/wiki/Victor_Moses
W2R804U4,https://en.wikipedia.org/wiki/Sergi_Roberto
W4HzaGVn,https://en.wikipedia.org/wiki/Inaki_Williams
W4MDHf6E,https://en.wikipedia.org/wiki/Nicolas_Lombaerts
W4gs12zE,https://en.wikipedia.org/wiki/Yeldos_Akhmetov
W4myUVXR,https://en.wikipedia.org/wiki/Paulo_Dybala
W6A3dA7c,https://en.wikipedia.org/wiki/Ivan_Toney
W6UTbSDR,https://en.wikipedia.org/wiki/Andrea_Belotti
W6lypZn3,https://en.wikipedia.org/wiki/Federico_Dimarco
W8FBLdMC,https://en.wikipedia.org/wiki/Patrick_Bamford
W8QTErwd,https://en.wikipedia.org/wiki/Charlie_Daniels_(footballer)
W8ixgd70,https://en.wikipedia.org/wiki/Carles_Gil
WAEJvKDi,"https://en.wikipedia.org/wiki/Joe_Williams_(footballer,_born_1996)"
WANBOspq,"https://en.wikipedia.org/wiki/Sergio_%C3%81lvarez_(footballer,_born_1992)"
WAorJn39,https://en.wikipedia.org/wiki/Paco_Monta%C3%B1%C3%A9s
WCC0u8r7,https://en.wikipedia.org/wiki/Aur%C3%A9lien_Chedjou
WCC5IrWg,https://en.wikipedia.org/wiki/Oriol_Romeu
WCweaAkN,https://en.wikipedia.org/wiki/Kenan_Kodro
WE6dyTvh,https://en.wikipedia.org/wiki/Mart_Ristl
WEJGhhvr,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Burdisso
WEXKmmr4,"https://en.wikipedia.org/wiki/Juan_Rodr%C3%ADguez_(footballer,_born_1982)"
WEmOjj2K,https://en.wikipedia.org/wiki/Vlad_Chiriche%C8%99
WEmYPNTC,https://en.wikipedia.org/wiki/Serhiy_Rybalka
WG3QPSvH,https://en.wikipedia.org/wiki/Celeste
WGC6wUmn,https://en.wikipedia.org/wiki/Markus_Feulner
WGN2Oc7F,https://en.wikipedia.org/wiki/Jose_Basanta
WGOY4FSt,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
WGObx1iE,https://en.wikipedia.org/wiki/Aaron_Lennon
WGQybkLt,https://en.wikipedia.org/wiki/Nir_Bitton
WGV4qaf2,"https://en.wikipedia.org/wiki/Hernani_(footballer,_born_1994)"
WGvlDZzS,https://en.wikipedia.org/wiki/Ivan_Vargi%C4%87
WIPM8md6,https://en.wikipedia.org/wiki/Facundo_Ferreyra
WIPOXg1o,https://en.wikipedia.org/wiki/Konstantinos_Fortounis
WIk4rr1k,https://en.wikipedia.org/wiki/Dedryck_Boyata
WIqv3LGU,https://en.wikipedia.org/wiki/Alex_McCarthy
WIujsjfk,https://en.wikipedia.org/wiki/Alessandro_Matri
WKHHVbzl,https://en.wikipedia.org/wiki/Alessandro_Livieri
WKRxlIbD,https://en.wikipedia.org/wiki/Alessandro_Plizzari
WKey0InR,"https://en.wikipedia.org/wiki/Luca_Pellegrini_(footballer,_born_1999)"
WKsd337J,https://en.wikipedia.org/wiki/Vukasin_Jovanovic
WM5fllIl,https://en.wikipedia.org/wiki/Kasper_Schmeichel
WMTsaFTi,https://en.wikipedia.org/wiki/Matt_Ritchie
WMpSoFCg,https://en.wikipedia.org/wiki/Benjamin_H%C3%BCbner
WOBlzsV5,
WODeaE1j,https://en.wikipedia.org/wiki/Burgui
WOpfDUY2,https://en.wikipedia.org/wiki/Alberto_Lora
WOv4FjeN,https://en.wikipedia.org/wiki/Marcos_Angeleri
WOyo830b,https://en.wikipedia.org/wiki/Oscar_Romero_(soccer)
WQ5BU8tF,https://en.wikipedia.org/wiki/Valter_Birsa
WQFRjorU,https://en.wikipedia.org/wiki/Ja-Cheol_Koo
WQdSnUfq,https://en.wikipedia.org/wiki/Willi_Orb%C3%A1n
WSE2Yj4d,"https://en.wikipedia.org/wiki/Diego_Reyes_(footballer,_born_1990)"
WSOX5h0M,https://en.wikipedia.org/wiki/Arlind_Ajeti
WSP08bVp,https://en.wikipedia.org/wiki/Aleksandr_Golovin_(footballer)
WSRdoQ7I,https://en.wikipedia.org/wiki/Jes%C3%BAs_Vallejo
WScbdXmL,https://en.wikipedia.org/wiki/Gianluigi_Donnarumma
WUDWNs32,https://en.wikipedia.org/wiki/Leon_Britton
WUEoHlAE,https://en.wikipedia.org/wiki/Mirnes_Pepi%C4%87
WUL0NbT4,https://en.wikipedia.org/wiki/Jeffrey_Bruma
WUpXoQSk,https://en.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez
WUyrShAL,https://en.wikipedia.org/wiki/Thomas_Meunier
WYPIrRL3,https://en.wikipedia.org/wiki/Eliseu
WYj9DJ7J,
WbELBWuP,https://en.wikipedia.org/wiki/Trent_Sainsbury
WbNknKk3,https://en.wikipedia.org/wiki/Matteo_Darmian
WbmneAfL,https://en.wikipedia.org/wiki/Emmanuel_Culio
WdOJMccT,https://en.wikipedia.org/wiki/Cristian_Molinaro
WdYETAHN,https://en.wikipedia.org/wiki/Rudy_Gestede
Wdb4m9nm,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_Jurado
WfXv1DCa,https://en.wikipedia.org/wiki/Wayne_Rooney
Who0H1fJ,https://en.wikipedia.org/wiki/Craig_Dawson
WhxKEDEE,https://en.wikipedia.org/wiki/Wayne_Routledge
Wj4tWad7,"https://en.wikipedia.org/wiki/Bastos_(footballer,_born_1991)"
WjUrTxY1,https://en.wikipedia.org/wiki/Jean-Philippe_Gbamin
WjVDTkpK,https://en.wikipedia.org/wiki/Sebastian_Boenisch
WjZI8pdf,https://en.wikipedia.org/wiki/Kelvin_Davis_(footballer)
Wl4EyKZk,https://en.wikipedia.org/wiki/Pierre-Emerick_Aubameyang
WlVuvCqU,https://en.wikipedia.org/wiki/Davide_Frattesi
WnyWRzti,https://en.wikipedia.org/wiki/Giedrius_Arlauskis
WpIsmaGl,https://en.wikipedia.org/wiki/Gerard_Deulofeu
WplvkTZo,https://en.wikipedia.org/wiki/Stefan_Reinartz
Wr49C0j4,https://en.wikipedia.org/wiki/Alessio_Romagnoli
WrKKuY3G,"https://en.wikipedia.org/wiki/Jony_(footballer,_born_1985)"
Wre5Fx5j,https://en.wikipedia.org/wiki/Michael_Gspurning
Wru3Zf72,https://en.wikipedia.org/wiki/Mathieu_Debuchy
WtMNdSJC,https://en.wikipedia.org/wiki/Xabier_Etxeita
Wv50sKb9,https://en.wikipedia.org/wiki/Dominik_Kaiser
WvFzRBwr,https://en.wikipedia.org/wiki/Aleksandar_Pesic
WvR2ASLR,https://en.wikipedia.org/wiki/Marko_Arnautovi%C4%87
Wx8pbtnB,https://en.wikipedia.org/wiki/Diego_Perotti
WxOuSdwB,https://en.wikipedia.org/wiki/Rafael_Ramos_(footballer)
Wxb84uOA,https://en.wikipedia.org/wiki/Cheik_Tiote
WzHBybWs,https://en.wikipedia.org/wiki/Dimitrios_Siovas
WzNLf7VR,https://en.wikipedia.org/wiki/Alex_Oxlade-Chamberlain
WzQQSSfc,https://en.wikipedia.org/wiki/Patrik_Schick
WzeJqzqB,https://en.wikipedia.org/wiki/Enric_Saborit
Y1uqqiIe,"https://en.wikipedia.org/wiki/Soares_(footballer,_born_1963)"
Y39BUvdb,https://en.wikipedia.org/wiki/Jordon_Mutch
Y3Pg11Dq,https://en.wikipedia.org/wiki/Wesley_Sneijder
Y5Cbvie4,https://en.wikipedia.org/wiki/Simone_Missiroli
Y5GeHgmg,https://en.wikipedia.org/wiki/Alexander_Tettey
Y7dM1nsL,https://en.wikipedia.org/wiki/Jon
Y9j38DnN,https://en.wikipedia.org/wiki/Samir_Handanovi%C4%87
Y9plO0B1,https://en.wikipedia.org/wiki/Nicolas_Isimat-Mirin
YB5SkBb5,https://en.wikipedia.org/wiki/Mart%C3%ADn_Mantovani
YBBM9RBF,https://en.wikipedia.org/wiki/Eric_Maxim_Choupo-Moting
YBLvziIh,https://en.wikipedia.org/wiki/Mathew_Ryan
YBQLPtt5,https://en.wikipedia.org/wiki/%C3%93scar_Melendo
YDRDxdU6,https://en.wikipedia.org/wiki/Lucas_Torreira
YDUMMZWp,https://en.wikipedia.org/wiki/Tomas_Rincon
YDmEnD4e,https://en.wikipedia.org/wiki/Vincent_Le_Goff
YDphty6J,https://en.wikipedia.org/wiki/Benjamin_Gibson
YDtFNEbK,https://en.wikipedia.org/wiki/Pablo_Osvaldo
YF1DNCEB,https://en.wikipedia.org/wiki/Joel_Ward_(footballer)
YFYwI0J1,https://en.wikipedia.org/wiki/Malcom
YFZvZdLq,https://en.wikipedia.org/wiki/Mousa_Demb%C3%A9l%C3%A9_(Belgian_footballer)
YFbzmReg,https://en.wikipedia.org/wiki/Abraham
YFgi07pq,https://en.wikipedia.org/wiki/Aleandro_Rosi
YFl53g01,https://en.wikipedia.org/wiki/Filippo_Costa
YFnwQwJd,https://en.wikipedia.org/wiki/Sergio_Le%C3%B3n
YH4CbOUu,https://en.wikipedia.org/wiki/Leandro_Salino
YHEohwp4,https://en.wikipedia.org/wiki/Wilfried_Zaha
YHF4GbK2,https://en.wikipedia.org/wiki/Nereo_Champagne
YHOcp7Yb,https://en.wikipedia.org/wiki/Kyle_Bartley
YHvWrWrd,https://en.wikipedia.org/wiki/Etienne_Capoue
YJDV1hD3,https://en.wikipedia.org/wiki/Yohan_Benalouane
YJUO3rKf,https://en.wikipedia.org/wiki/Lucas_Tousart
YJZxNaP9,https://en.wikipedia.org/wiki/Arthur_Boka
YJqDdCzq,https://en.wikipedia.org/wiki/Nathan_Kabasele
YJu3hSpk,https://en.wikipedia.org/wiki/Emre_Can
YJytxThl,"https://en.wikipedia.org/wiki/Ivan_Mari%C4%87_(footballer,_born_1994)"
YL89WHKu,https://en.wikipedia.org/wiki/Igor_Smolnikov
YLCWcIeU,https://en.wikipedia.org/wiki/Thomas_Hoban
YLdYHaqN,https://en.wikipedia.org/wiki/Paul_Delecroix
YLpVZgK4,https://en.wikipedia.org/wiki/Micka%C3%ABl_Le_Bihan
YLrSUIiF,https://en.wikipedia.org/wiki/Claudio_Pizarro
YNuQzbVA,https://en.wikipedia.org/wiki/Alhassan_Wakaso
YRJievfI,https://en.wikipedia.org/wiki/Aleksandar_Dragovi%C4%87
YRLYnpNs,https://en.wikipedia.org/wiki/Johannes_Geis
YRLp9wTt,https://en.wikipedia.org/wiki/Daniele_Dessena
YRmh0zV8,https://en.wikipedia.org/wiki/Gareth_Barry
YTO1LE63,https://en.wikipedia.org/wiki/Duje_%C4%8Cop
YTVxj2A0,https://en.wikipedia.org/wiki/Titas_Krapikas
YV7RtHSf,https://en.wikipedia.org/wiki/Rod_Fanni
YV9SNXYp,https://en.wikipedia.org/wiki/Benoit_Tremoulinas
YVcnMAp6,https://en.wikipedia.org/wiki/Simon_Mignolet
YVxcLDAU,https://en.wikipedia.org/wiki/Cristian_Dell%27Orco
YXIDwoe5,https://en.wikipedia.org/wiki/Cesc_F%C3%A0bregas
YXRCmup6,https://en.wikipedia.org/wiki/Serhou_Guirassy
YXXkcQPj,https://en.wikipedia.org/wiki/Marko_Poletanovi%C4%87
YXnkqpHn,https://en.wikipedia.org/wiki/Daniel_Schwaab
YXwSY2Ef,https://en.wikipedia.org/wiki/Patric
YZ3fZd1q,https://en.wikipedia.org/wiki/Adri%C3%A1n_Ramos
YZ4fWOia,https://en.wikipedia.org/wiki/Hervin_Ongenda
YZB1o7O4,https://en.wikipedia.org/wiki/Mathieu_Valbuena
YZPE6Sx7,https://en.wikipedia.org/wiki/Julian_Schuster
YZonEVG7,https://en.wikipedia.org/wiki/Federico_Fern%C3%A1ndez_(footballer)
YaVQrOB5,https://en.wikipedia.org/wiki/Maxime_Colin
Yc2r5SVH,https://en.wikipedia.org/wiki/Sascha_M%C3%B6lders
YcXNuBSc,https://en.wikipedia.org/wiki/Dion_Pereira
Ye9cRhZ7,"https://en.wikipedia.org/wiki/Juanfran_(footballer,_born_1988)"
YegtWFr9,https://en.wikipedia.org/wiki/Alexandre_Lacazette
Ygp1qtnJ,"https://en.wikipedia.org/wiki/Evandro_(footballer,_born_1986)"
YguhlSiQ,"https://en.wikipedia.org/wiki/Yablonski,_Joseph"
YiAqdTFb,https://en.wikipedia.org/wiki/Lucas_Boy%C3%A9
YiFKQr6n,https://en.wikipedia.org/wiki/Andriy_Pyatov
YiNxbYeH,https://en.wikipedia.org/wiki/Olcay_%C5%9Eahan
Yij5zdl8,https://en.wikipedia.org/wiki/Pedro_Astray
YikrL5MC,https://en.wikipedia.org/wiki/Markus_Rosenberg
YiypbZPp,https://en.wikipedia.org/wiki/Atiba_Hutchinson
YkH1Bfia,https://en.wikipedia.org/wiki/Mahmoud_Dahoud
YkXX5CDb,https://en.wikipedia.org/wiki/Sebasti%C3%A1n_Gamarra
YmDHbVi1,https://en.wikipedia.org/wiki/Cezary_Wilk
YmPM6uIs,https://en.wikipedia.org/wiki/Nacer_Chadli
YmvWlE1E,https://en.wikipedia.org/wiki/Liam_Henderson_(English_footballer)
Yo6cQVwd,https://en.wikipedia.org/wiki/Hatem_Ben_Arfa
YodrcJAb,https://en.wikipedia.org/wiki/Stefano_Okaka
Yq2dyUwN,https://en.wikipedia.org/wiki/Kepa_Arrizabalaga
YqNscPb8,https://en.wikipedia.org/wiki/Paul_Verhaegh
YqaMp0rN,https://en.wikipedia.org/wiki/Christian_Clemens
YqcDhahi,https://en.wikipedia.org/wiki/Momo
YqtgOOMN,"https://en.wikipedia.org/wiki/Mamadou_Sylla_(footballer,_born_1994)"
Ys1orKzo,https://en.wikipedia.org/wiki/Mikel_Rico
Ys2lhZQS,https://en.wikipedia.org/wiki/Daniel_Bauer_(footballer)
YsCMvAvd,https://en.wikipedia.org/wiki/Lucas_P%C3%A9rez
YsRt3zJE,"https://en.wikipedia.org/wiki/Wendell_(footballer,_born_1993)"
YsayVOQn,https://en.wikipedia.org/wiki/Luca_Paganini
Ysky4QTb,"https://en.wikipedia.org/wiki/Borja_Fern%C3%A1ndez_(footballer,_born_1981)"
YuADm84Q,https://en.wikipedia.org/wiki/Giuseppe_Morello_(footballer)
YuHxEvA0,https://en.wikipedia.org/wiki/Raphael_Spiegel
YuMC6xTs,https://en.wikipedia.org/wiki/Andrea_Tozzo
Yuap9ECi,https://en.wikipedia.org/wiki/Viktor_Vasin
YuskaXpb,https://en.wikipedia.org/wiki/Eldin_Jakupovi%C4%87
YwKMvtoh,"https://en.wikipedia.org/wiki/Callum_Wilson_(footballer,_born_2004)"
YwR0ECqk,https://en.wikipedia.org/wiki/Zouhair_Feddal
YwZPywHi,https://en.wikipedia.org/wiki/Bard_Finne
Ywb7lMkb,https://en.wikipedia.org/wiki/Ryan_Babel
YweM4agt,https://en.wikipedia.org/wiki/Baris_Atik
YwlOPb6r,https://en.wikipedia.org/wiki/Saido_Berahino
Yy3ES2U6,https://en.wikipedia.org/wiki/Jeremy_Toulalan
YyZ36DLI,https://en.wikipedia.org/wiki/Daniele_Gastaldello
b11Ax7xj,https://en.wikipedia.org/wiki/Muhamed_Besic
b385IeJn,https://en.wikipedia.org/wiki/Ion_Ansotegi
b3H5VR8I,https://en.wikipedia.org/wiki/Nadiem_Amiri
b562tvIJ,https://en.wikipedia.org/wiki/Jamal_Blackman
b5NJ4Rzp,https://en.wikipedia.org/wiki/Michel_Morganella
b5l7D0x5,https://en.wikipedia.org/wiki/Santi_Mina
b7KnSYk7,https://en.wikipedia.org/wiki/Michelangelo_Albertazzi
b7OXkpt3,https://en.wikipedia.org/wiki/Jaime_Romero
b7fGei1R,https://en.wikipedia.org/wiki/Sergio_Araujo
b9Kl3UG7,https://en.wikipedia.org/wiki/Enzo_Roco
bBhpZV2s,https://en.wikipedia.org/wiki/Thiago_Motta
bBvjkpiA,https://en.wikipedia.org/wiki/Bibras_Natcho
bD3h0z4T,https://en.wikipedia.org/wiki/Cosmin_Mo%C8%9Bi
bDXzFUzD,https://en.wikipedia.org/wiki/Riccardo_Montolivo
bDoIV5ZN,https://en.wikipedia.org/wiki/Fabian_Giefer
bDwcVbMt,https://en.wikipedia.org/wiki/Stephane_Sessegnon
bDxlhHxR,https://en.wikipedia.org/wiki/Kerem_Demirbay
bFNbSfme,https://en.wikipedia.org/wiki/Mirko_Gori
bFdmSyzH,https://en.wikipedia.org/wiki/Roman_Neust%C3%A4dter
bHFaPD8M,https://en.wikipedia.org/wiki/Nikola_Vujadinovi%C4%87
bJ0RsXs5,https://en.wikipedia.org/wiki/Lazar_Markovi%C4%87
bJDkM73e,https://en.wikipedia.org/wiki/Flavien_Tait
bLLzMtS6,https://en.wikipedia.org/wiki/Lasse_Sch%C3%B6ne
bLZ4JBQc,https://en.wikipedia.org/wiki/Manuel_Gulde
bLaT0ZF0,https://en.wikipedia.org/wiki/Kevin_Gro%C3%9Fkreutz
bN2i3JlA,https://en.wikipedia.org/wiki/Micah_Richards
bN8I3Zo0,https://en.wikipedia.org/wiki/Mario_Su%C3%A1rez_(footballer)
bN8yV97o,"https://en.wikipedia.org/wiki/Jes%C3%BAs_G%C3%B3mez_(footballer,_born_1984)"
bNGAPwBJ,https://en.wikipedia.org/wiki/Tal_Ben_Haim_II
bNMGoy7K,https://en.wikipedia.org/wiki/Stuart_Armstrong
bNSMGhB4,https://en.wikipedia.org/wiki/Nabil_Dirar
bNx3gi9A,https://en.wikipedia.org/wiki/Vladlen_Yurchenko
bPslqX1I,https://en.wikipedia.org/wiki/Anthony_Modeste_(French_footballer)
bRKKNZwj,https://en.wikipedia.org/wiki/Lukasz_Fabianski
bRhI9YxG,https://en.wikipedia.org/wiki/Luca_Rossettini
bT9AMxWq,https://en.wikipedia.org/wiki/Daniel_Wass
bTiCywCU,https://en.wikipedia.org/wiki/Mihail_Aleksandrov
bV51EMLi,https://en.wikipedia.org/wiki/Nikita_Korzun
bX4esuFb,https://en.wikipedia.org/wiki/Gian_Marco_Ferrari
bXoiKjDS,https://en.wikipedia.org/wiki/Jonathan_Williams
bZ66wenk,https://en.wikipedia.org/wiki/Vurnon_Anita
bZWyoJnA,https://en.wikipedia.org/wiki/Luka_Modri%C4%87
bZdBp6HD,https://en.wikipedia.org/wiki/Javier_Garrido_(footballer)
bZp797ee,https://en.wikipedia.org/wiki/Umut_Bulut
ba6US3uL,https://en.wikipedia.org/wiki/Sergei_Chepchugov
baeWBMl8,https://en.wikipedia.org/wiki/Mauricio
balrTFwf,https://en.wikipedia.org/wiki/Kirill_Nababkin
bcy6CWV1,https://en.wikipedia.org/wiki/Bruno_Soriano
be0yGisL,https://en.wikipedia.org/wiki/Toni_Sunjic
bgR03OX6,https://en.wikipedia.org/wiki/Manuel_Iturra
bga1iJID,https://en.wikipedia.org/wiki/Jo_Inge_Berget
bgeNo09I,https://en.wikipedia.org/wiki/Carl_Medjani
bglZQ2NF,https://en.wikipedia.org/wiki/Jerome_Prior
bgmddQ5K,https://en.wikipedia.org/wiki/Fabio
bkR3iY5c,https://en.wikipedia.org/wiki/Mike_Frantz
bkc0Ms81,https://en.wikipedia.org/wiki/Val%C3%A8re_Germain
bkpO1UAs,https://en.wikipedia.org/wiki/Riccardo_Fiamozzi
bmSbDBbi,https://en.wikipedia.org/wiki/Bruno_Alexandre_Marques_Pereirinha
bo57CU7b,"https://en.wikipedia.org/wiki/Roberto_Jim%C3%A9nez_(footballer,_born_1983)"
