id,game,start,end,text,付加的情報か,大分類,小分類,備考
2829,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,34:54,He's probably the best.,,,,
2830,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,34:54,Keep holding that ball up on that half turn.,,,,
2831,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,34:54,Again Hilbert gambles and loses.,,,,
2832,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,34:54,He was fortunate.,,,,
2833,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,34:54,Lewandowski played a poor pass because Bayern were in again.,,,,
2834,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:43,35:23,The measure of Bayern's control of the ball perhaps shouldn't surprise us.,,,,
2835,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:54,35:23,I'm not sure that does justice to the part that Leverkusen have played in the contest so far.,,,,
2836,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,34:54,35:34,Mehmeti.,,,,
2837,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:24,35:40,Vidal.,,,,
2838,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:35,35:40,Vidal adamant that he got something on the ball.,,,,
2839,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:35,36:00,I think the referee needs to put his whistle away.,,,,
2840,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:43,36:00,The amount of free kicks he's given away so far.,,,,
2841,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:43,36:00,That's a good 50-50.,,,,
2842,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:43,36:00,Vidal's aggressive obviously.,,,,
2843,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:43,36:00,"That's what they brought him here for but he's flown so many free kicks, given so many yellow cards.",,,,
2844,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,35:43,36:06,That's the one thing Guardiola would have told these Bayern Munich players.,,,,
2845,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:00,36:06,Don't give away silly free kicks.,,,,
2846,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:00,36:40,It's Bayern against Leverkusen.,,,,
2847,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:30,36:40,This is Hakan Çalhanoğlu.,,,,
2848,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:30,36:40,Goodness me.,,,,
2849,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:30,36:40,Very nearly an addition to the wonderful free kick repertoire of Hakan Çalhanoğlu.,,,,
2850,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:30,36:54,Honestly he is just ridiculous.,,,,
2851,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:41,36:54,I've never seen a player strike the ball so cleanly virtually every time.,,,,
2852,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:41,36:54,He just smashes that straight at the crossbar.,,,,
2853,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:41,36:54,I think Manuel Neuer thought that was going to go over and then it just dipped.,,,,
2854,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:41,37:09,What a sensational weapon that is.,,,,
2855,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,He is.,,,,
2856,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,Honestly he is scary how good he is.,,,,
2857,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,This guy can decide games.,,,,
2858,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,Last week he did it against Hannover with a free kick.,,,,
2859,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,Against Lazio he scored again.,,,,
2860,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:09,What an impact he can have.,,,,
2861,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,36:55,37:24,Is he who takes the corner kick?,,,,
2862,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:09,37:24,Wendel sends it back.,,,,
2863,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:09,37:24,It's not the kind of quality that Çalhanoğlu had from a dead ball in a similar position.,,,,
2864,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:09,37:47,Eight Bundesliga goals last season for Çalhanoğlu.,,,,
2865,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:24,37:47,Six of them were free kicks.,,,,
2866,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:24,37:47,No player has been as deadly from those sorts of positions over the last two seasons in Bundesliga as the Turkish international.,,,,
2867,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:24,37:58,Last season he scored the most free kicks in all of Europe.,,,,
2868,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:48,37:58,I think he is the best free kick taker in the world.,,,,
2869,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:48,37:58,His consistency is incredible.,,,,
2870,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:48,38:23,Mullah whose goal remains the difference despite Çalhanoğlu's best efforts.,,,,
2871,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:58,38:23,Thiago lovely footwork.,,,,
2872,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:58,38:23,Kosta with another opportunity to cross and they closed him down in numbers and Papadopoulos got a crucial touch.,,,,
2873,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,37:58,38:43,Again it's Bayern Munich's space to counter attack.,,,,
2874,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:23,38:43,Such good feet from Thiago in a tight space.,,,,
2875,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:23,38:43,Mullah does so well.,,,,
2876,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:23,38:43,Douglas Kosta probably would have scored if it wasn't for Papadopoulos.,,,,
2877,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:23,38:43,What a great well timed tackle.,,,,
2878,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:23,39:01,Corner kick to defend and Levent Kuznin just about summing up a way to prevent Mullah making it 2-0.,,,,
2879,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:43,39:01,So far it has lived up to its billing as the game of the weekend in Germany.,,,,
2880,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,38:43,39:31,Mkhmedi.,,,,
2881,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2882,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2883,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2884,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2885,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2886,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2887,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2888,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2889,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2890,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2891,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2892,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2893,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2894,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2895,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2896,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2897,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2898,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2899,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2900,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2901,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2902,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2903,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2904,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2905,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2906,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2907,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2908,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2909,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2910,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2911,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2912,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2913,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2914,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2915,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2916,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2917,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2918,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2919,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2920,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2921,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2922,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2923,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,39:31,Mkhmedi.,,,,
2924,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,39:01,40:06,M Mkhmedi.,,,,
2925,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2926,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2927,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2928,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2929,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2930,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2931,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:06,Mkhmedi.,,,,
2932,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:01,40:24,"Mkhm From the Allianz Arena to another great theatre, the San Siro, the Giuseppe Miazza later for Milan against Empoli in Serie A, following us at seven thirty here on BT Sport Europe.",,,,
2933,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:18,40:24,"Tomorrow, the Big Two from Italy.",,,,
2934,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:18,40:28,Roma play host to the Champions Juventus.,,,,
2935,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:24,40:40,"That is a four thirty start here on on BT Sport Europe and our feature game in the late edition of the European Football Show with James Richardson in the team, the big one from Ligant as Monaco host PSG.",,,,
2936,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:34,40:44,Seven o'clock our coverage starts also here on BT Sport Europe.,,,,
2937,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:40,41:04,Five minutes of a first half that is ebbed and flowed between the teams that finished first and fourth last season.,,,,
2938,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,40:56,41:08,Teams that will consider those positions to be the minimum of their domestic requirements for this season again.,,,,
2939,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,41:04,41:24,"Under pressure, Mendy couldn't quite take over.",,,,
2940,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,41:08,41:32,Denville though is showing some urgency in industry and has worked its way to Kiesling.,,,,
2941,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,41:27,41:39,Larrabi gets away with being caught on his heels and now it is who makes the block.,,,,
2942,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,41:33,41:58,"Mendy, Leverkusen captain.",,,,
2943,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,41:47,42:08,Collision involving Hilbert and Alaba.,,,,
2944,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:03,42:14,Obviously Leverkusen fullback who came off fractionally worse.,,,,
2945,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:10,42:21,Well he's a powerhouse David Alaba whether he plays as a fullback in central midfield.,,,,
2946,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:16,42:26,I think he's going to be Bayern Munich's best player in a couple of years time.,,,,
2947,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:22,42:31,He's he's so talented everybody at Bayern Munich absolutely raves about him how talented he is.,,,,
2948,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:26,42:35,That's the player he's covering for at the heart of the Bayern defence.,,,,
2949,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:33,42:39,Jerome Boateng sent off for a couple of yellow cards at Hoffenheim.,,,,
2950,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:35,42:49,One of four central defenders missing.,,,,
2951,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:44,42:49,"The others, Benatia's got a thigh injury.",,,,
2952,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:44,42:53,Xavi Martinez and Holger Babskoeber still injured.,,,,
2953,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:49,42:53,Kosta with the cross.,,,,
2954,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:49,42:59,Couldn't pick out Muller or Lewandowski on this occasion but he has been the greatest Bayern threat.,,,,
2955,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,42:54,43:07,Well again 1v1 he's so quick.,,,,
2956,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:00,43:12,Can't believe these Leverkusen defenders are trying to nip the ball off him.,,,,
2957,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:10,43:17,I think they're just going to drop in and into shape and not allow that space to run into but something they'll have to adjust.,,,,
2958,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:12,43:31,It is a demonstration really of the quality at the very top of Bundesliga.,,,,
2959,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:17,43:52,Leverkusen brushing Lazio one of the most famous names of European football aside in midweek but they've not really been able to get close enough to domestic rivals Bayern so far this evening but Roger Schmidt very often a man with a plan.,,,,
2960,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:44,43:58,Indeed only Guardiola has accumulated more points than he amongst the current Bundesliga managers so he knows his way around German football.,,,,
2961,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:52,44:08,Roger Schmidt accumulated more points per game incidentally rather than over the span of a career.,,,,
2962,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,43:58,44:22,Another minute of the first 45 is said to be another opportunity for Bayern.,,,,
2963,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,44:13,44:27,Arjen Robben is looking to create one.,,,,
2964,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,44:22,44:27,Still going Robben has he gone too far?,,,,
2965,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,44:22,44:44,Muted claims for a penalty from those behind the goal and Robben somewhat belatedly joins in the appeal.,,,,
2966,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,44:37,44:44,Well that ball is obviously clearly out.,,,,
2967,2015-08-29 - 19-30 Bayern Munich 3 - 0 Bayer Leverkusen,44:37,44:59,You give it a contact after that but Douglas Costa was completely free at the back post if they would have just clipped it over the top but it was on Robben's weaker right foot and often you see him cross the ball with his right foot but on this left-hand side Douglas Costa has just been able to find so much.,,,,
2968,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:00,00:04,Barcelona's game has begun at the Camp Nou.,,,,
2969,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:00,00:08,Sergi Roberto is playing for Macerano.,,,,
2970,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:05,00:15,Sergio Busquets is playing for Vermaelen.,,,,
2971,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:11,00:21,"One of the protagonists of our previous video, Thomas Vermaelen.",,,,
2972,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:16,00:24,"Busquets, Rabata is pressing.",,,,
2973,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:21,00:26,Javier Macerano is playing for El Esférico.,,,,
2974,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:24,00:32,Busquets is distributing.,,,,
2975,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:30,00:39,Alba is opening.,,,,
2976,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:35,00:39,Neymar is playing his first ball.,,,,
2977,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:35,00:43,Neymar is playing the ball close to his foot.,,,,
2978,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:40,00:46,Neymar crosses the ball.,,,,
2979,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:43,00:49,Messi can't get there.,,,,
2980,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:46,00:51,Not for long.,,,,
2981,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:49,00:56,That feeling when you stretch your leg to get to the ball.,,,,
2982,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:51,01:00,You can have muscle problems in the first half.,,,,
2983,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,00:56,01:03,Even though you've warmed up.,,,,
2984,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:00,01:10,Juan Carlos is on the left wing.,,,,
2985,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:06,01:13,Orta on the right.,,,,
2986,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:11,01:15,Rabata is behind Duje.,,,,
2987,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:13,01:17,He's trying to touch the ball.,,,,
2988,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:15,01:20,He's going to get it back.,,,,
2989,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:18,01:22,Jordi Alba's Barça attack.,,,,
2990,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:20,01:24,Vermaelen for Macerano.,,,,
2991,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:22,01:26,Claudio Bravo is behind.,,,,
2992,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:24,01:29,Bravo for Macerano.,,,,
2993,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:27,01:31,It's a calm game.,,,,
2994,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:29,01:33,Bravo is behind.,,,,
2995,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:31,01:35,Barça are back in the game.,,,,
2996,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:33,01:37,Vermaelen is on the wing.,,,,
2997,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:35,01:39,He's playing like he did last season.,,,,
2998,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:37,01:41,He was pressing high up the pitch.,,,,
2999,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:39,01:45,They were forced to go back to their goal.,,,,
3000,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:41,01:49,"But he's playing bravely, just like he did last season.",,,,
3001,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:45,01:55,"When you've done something and it's gone well, it's strange to see you change.",,,,
3002,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:53,02:00,Rabata is on the ball.,,,,
3003,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,01:57,02:02,Tisones is on the ball.,,,,
3004,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:00,02:04,Rabata is on the ball.,,,,
3005,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:02,02:07,Vermaelen is on the ball.,,,,
3006,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:04,02:13,It's a head-to-head game.,,,,
3007,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:10,02:17,Angeleri is on the right wing.,,,,
3008,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:13,02:19,Rosales is on the ball.,,,,
3009,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:17,02:21,Rabata is on the ball.,,,,
3010,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:19,02:25,Rabata is on the wing.,,,,
3011,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:23,02:27,Rabata is in the middle.,,,,
3012,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:25,02:29,It's too tight for Bravo.,,,,
3013,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:27,02:35,Macerano.,,,,
3014,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:33,02:44,Barça are on the ball.,,,,
3015,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:42,02:46,Sergio Busquets.,,,,
3016,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:44,02:49,In the first minutes of the game.,,,,
3017,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:46,02:51,It's a clear 4-4-2.,,,,
3018,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:49,02:53,The wings are free.,,,,
3019,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:51,02:56,They're trying to close the inside.,,,,
3020,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,02:53,03:22,Luis Suarez.,,,,
3021,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:20,03:24,Luis Suarez is on the right wing.,,,,
3022,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:22,03:27,He's a good centre forward.,,,,
3023,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:24,03:29,The ball is on the right wing.,,,,
3024,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:27,03:32,Carlos Idris Kameni.,,,,
3025,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:29,03:37,Luis Suarez.,,,,
3026,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:34,03:44,It's a foul.,,,,
3027,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:42,03:47,Luis Suarez.,,,,
3028,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:45,03:51,It's a 0-0.,,,,
3029,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:49,03:54,Barcelona are on the ball.,,,,
3030,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:51,03:58,Luis Suarez is on the ball.,,,,
3031,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:54,04:00,Angeleri is on the ball.,,,,
3032,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,03:58,04:04,Claudio Bravo.,,,,
3033,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:02,04:07,We were watching the game.,,,,
3034,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:04,04:09,He was on the ball.,,,,
3035,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:07,04:11,Rabat was on the wing.,,,,
3036,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:09,04:13,The Chilean was on the ball.,,,,
3037,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:11,04:15,It's a foul.,,,,
3038,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:13,04:20,But he's not on the wing.,,,,
3039,2015-08-29 - 21-30 Barcelona 1 - 0 Malaga,04:17,04:23,He can finish more comfortably.,,,,
